County,State,MUAP_Code,MUAP_Service_Area,MUAP_Status,Designation_Date,MUAP_Update_Date,MUAP_Withdrawal_Date,IMU_Score,Population_Type,MUAP_Component_Geo_Name,MUAP_Component_Geo_Type_Code,Pct_Pop_Below_Poverty,Poverty_IMU_Score,Pct_Pop_65_Over,Pop_65_Over_IMU_Score,Infant_Mortality_Rate,Infant_Mortality_IMU_Score,MUAP_Designation_Population,MUAP_Total_Resident_Population,Providers_per_1000,Provider_Ratio_per_1000,Provider_Ratio_IMU_Score,MUA_count
Baltimore City,Maryland,24510280401,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,2804.01,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510180100,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,1801,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510280402,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,2804.02,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510180200,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,1802,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510280403,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,2804.03,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510150900,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,1509,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510280404,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,2804.04,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510151000,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,1510,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510190200,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,1902,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510151100,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,1511,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510151200,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,1512,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510150600,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,1506,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510150701,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,1507.01,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510140100,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,1401,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510130400,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,1304,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510272006,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,2720.06,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510200100,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,2001,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510200200,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,2002,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510170200,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,1702,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510150200,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,1502,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510160400,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,1604,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510190100,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,1901,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510130100,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,1301,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510150800,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,1508,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510200701,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,2007.01,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510200500,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,2005,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510150100,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,1501,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510150702,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,1507.02,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510200600,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,2006,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510250101,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,2501.01,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510250102,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,2501.02,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510151300,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,1513,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510160100,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,1601,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510160801,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,1608.01,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510160500,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,1605,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Baltimore City,Maryland,24510160600,West Baltimore City Service Area,Designated,8/1/14,8/4/14,,60.3,Medically Underserved Area,1606,CT,25.7,10.9,13.2,18.9,13.2,21.5,55947.0,206747.0,0.37,,9.0,1
Dallas County,Texas,48113016705,Hutchins-Wilmer,Withdrawn,8/1/14,6/15/20,6/15/20,61.1,Medically Underserved Area,167.05,CT,18.9,14.9,6.7,20.2,6.6,26.0,24916.0,26916.0,0.04,,0.0,1
Dallas County,Texas,48113016703,Hutchins-Wilmer,Withdrawn,8/1/14,6/15/20,6/15/20,61.1,Medically Underserved Area,167.03,CT,18.9,14.9,6.7,20.2,6.6,26.0,24916.0,26916.0,0.04,,0.0,1
Dallas County,Texas,48113016704,Hutchins-Wilmer,Withdrawn,8/1/14,6/15/20,6/15/20,61.1,Medically Underserved Area,167.04,CT,18.9,14.9,6.7,20.2,6.6,26.0,24916.0,26916.0,0.04,,0.0,1
Dallas County,Texas,48113016902,Hutchins-Wilmer,Withdrawn,8/1/14,6/15/20,6/15/20,61.1,Medically Underserved Area,169.02,CT,18.9,14.9,6.7,20.2,6.6,26.0,24916.0,26916.0,0.04,,0.0,1
Dallas County,Texas,48113016903,Hutchins-Wilmer,Withdrawn,8/1/14,6/15/20,6/15/20,61.1,Medically Underserved Area,169.03,CT,18.9,14.9,6.7,20.2,6.6,26.0,24916.0,26916.0,0.04,,0.0,1
Baltimore City,Maryland,24510260401,Frankford Service Area,Designated,7/31/14,7/31/14,,60.3,Medically Underserved Area,2604.01,CT,16.4,16.2,7.4,20.1,10.4,24.0,27912.0,30712.0,0.05,,0.0,1
Baltimore City,Maryland,24510260402,Frankford Service Area,Designated,7/31/14,7/31/14,,60.3,Medically Underserved Area,2604.02,CT,16.4,16.2,7.4,20.1,10.4,24.0,27912.0,30712.0,0.05,,0.0,1
Baltimore City,Maryland,24510260403,Frankford Service Area,Designated,7/31/14,7/31/14,,60.3,Medically Underserved Area,2604.03,CT,16.4,16.2,7.4,20.1,10.4,24.0,27912.0,30712.0,0.05,,0.0,1
Baltimore City,Maryland,24510260101,Frankford Service Area,Designated,7/31/14,7/31/14,,60.3,Medically Underserved Area,2601.01,CT,16.4,16.2,7.4,20.1,10.4,24.0,27912.0,30712.0,0.05,,0.0,1
Baltimore City,Maryland,24510260102,Frankford Service Area,Designated,7/31/14,7/31/14,,60.3,Medically Underserved Area,2601.02,CT,16.4,16.2,7.4,20.1,10.4,24.0,27912.0,30712.0,0.05,,0.0,1
Baltimore City,Maryland,24510260201,Frankford Service Area,Designated,7/31/14,7/31/14,,60.3,Medically Underserved Area,2602.01,CT,16.4,16.2,7.4,20.1,10.4,24.0,27912.0,30712.0,0.05,,0.0,1
Baltimore City,Maryland,24510260202,Frankford Service Area,Designated,7/31/14,7/31/14,,60.3,Medically Underserved Area,2602.02,CT,16.4,16.2,7.4,20.1,10.4,24.0,27912.0,30712.0,0.05,,0.0,1
Baltimore City,Maryland,24510260203,Frankford Service Area,Designated,7/31/14,7/31/14,,60.3,Medically Underserved Area,2602.03,CT,16.4,16.2,7.4,20.1,10.4,24.0,27912.0,30712.0,0.05,,0.0,1
Shelby County,Tennessee,47157010610,Southeast Memphis,Withdrawn,7/31/14,6/25/19,6/25/19,58.1,Medically Underserved Area,106.1,CT,21.2,13.6,6.7,20.2,13.5,21.5,93951.0,137951.0,0.16,,2.8,1
Shelby County,Tennessee,47157010620,Southeast Memphis,Withdrawn,7/31/14,6/25/19,6/25/19,58.1,Medically Underserved Area,106.2,CT,21.2,13.6,6.7,20.2,13.5,21.5,93951.0,137951.0,0.16,,2.8,1
Shelby County,Tennessee,47157010630,Southeast Memphis,Withdrawn,7/31/14,6/25/19,6/25/19,58.1,Medically Underserved Area,106.3,CT,21.2,13.6,6.7,20.2,13.5,21.5,93951.0,137951.0,0.16,,2.8,1
Shelby County,Tennessee,47157011800,Southeast Memphis,Withdrawn,7/31/14,6/25/19,6/25/19,58.1,Medically Underserved Area,118,CT,21.2,13.6,6.7,20.2,13.5,21.5,93951.0,137951.0,0.16,,2.8,1
Shelby County,Tennessee,47157021721,Southeast Memphis,Withdrawn,7/31/14,6/25/19,6/25/19,58.1,Medically Underserved Area,217.21,CT,21.2,13.6,6.7,20.2,13.5,21.5,93951.0,137951.0,0.16,,2.8,1
Shelby County,Tennessee,47157009700,Southeast Memphis,Withdrawn,7/31/14,6/25/19,6/25/19,58.1,Medically Underserved Area,97,CT,21.2,13.6,6.7,20.2,13.5,21.5,93951.0,137951.0,0.16,,2.8,1
Shelby County,Tennessee,47157008200,Southeast Memphis,Withdrawn,7/31/14,6/25/19,6/25/19,58.1,Medically Underserved Area,82,CT,21.2,13.6,6.7,20.2,13.5,21.5,93951.0,137951.0,0.16,,2.8,1
Shelby County,Tennessee,47157008110,Southeast Memphis,Withdrawn,7/31/14,6/25/19,6/25/19,58.1,Medically Underserved Area,81.1,CT,21.2,13.6,6.7,20.2,13.5,21.5,93951.0,137951.0,0.16,,2.8,1
Shelby County,Tennessee,47157008120,Southeast Memphis,Withdrawn,7/31/14,6/25/19,6/25/19,58.1,Medically Underserved Area,81.2,CT,21.2,13.6,6.7,20.2,13.5,21.5,93951.0,137951.0,0.16,,2.8,1
Shelby County,Tennessee,47157021725,Southeast Memphis,Withdrawn,7/31/14,6/25/19,6/25/19,58.1,Medically Underserved Area,217.25,CT,21.2,13.6,6.7,20.2,13.5,21.5,93951.0,137951.0,0.16,,2.8,1
Shelby County,Tennessee,47157021726,Southeast Memphis,Withdrawn,7/31/14,6/25/19,6/25/19,58.1,Medically Underserved Area,217.26,CT,21.2,13.6,6.7,20.2,13.5,21.5,93951.0,137951.0,0.16,,2.8,1
Shelby County,Tennessee,47157021731,Southeast Memphis,Withdrawn,7/31/14,6/25/19,6/25/19,58.1,Medically Underserved Area,217.31,CT,21.2,13.6,6.7,20.2,13.5,21.5,93951.0,137951.0,0.16,,2.8,1
Shelby County,Tennessee,47157021732,Southeast Memphis,Withdrawn,7/31/14,6/25/19,6/25/19,58.1,Medically Underserved Area,217.32,CT,21.2,13.6,6.7,20.2,13.5,21.5,93951.0,137951.0,0.16,,2.8,1
Shelby County,Tennessee,47157021744,Southeast Memphis,Withdrawn,7/31/14,6/25/19,6/25/19,58.1,Medically Underserved Area,217.44,CT,21.2,13.6,6.7,20.2,13.5,21.5,93951.0,137951.0,0.16,,2.8,1
Shelby County,Tennessee,47157011010,Southeast Memphis,Withdrawn,7/31/14,6/25/19,6/25/19,58.1,Medically Underserved Area,110.1,CT,21.2,13.6,6.7,20.2,13.5,21.5,93951.0,137951.0,0.16,,2.8,1
Shelby County,Tennessee,47157011020,Southeast Memphis,Withdrawn,7/31/14,6/25/19,6/25/19,58.1,Medically Underserved Area,110.2,CT,21.2,13.6,6.7,20.2,13.5,21.5,93951.0,137951.0,0.16,,2.8,1
Shelby County,Tennessee,47157010710,Southeast Memphis,Withdrawn,7/31/14,6/25/19,6/25/19,58.1,Medically Underserved Area,107.1,CT,21.2,13.6,6.7,20.2,13.5,21.5,93951.0,137951.0,0.16,,2.8,1
Shelby County,Tennessee,47157010720,Southeast Memphis,Withdrawn,7/31/14,6/25/19,6/25/19,58.1,Medically Underserved Area,107.2,CT,21.2,13.6,6.7,20.2,13.5,21.5,93951.0,137951.0,0.16,,2.8,1
Shelby County,Tennessee,47157010810,Southeast Memphis,Withdrawn,7/31/14,6/25/19,6/25/19,58.1,Medically Underserved Area,108.1,CT,21.2,13.6,6.7,20.2,13.5,21.5,93951.0,137951.0,0.16,,2.8,1
Shelby County,Tennessee,47157010820,Southeast Memphis,Withdrawn,7/31/14,6/25/19,6/25/19,58.1,Medically Underserved Area,108.2,CT,21.2,13.6,6.7,20.2,13.5,21.5,93951.0,137951.0,0.16,,2.8,1
Shelby County,Tennessee,47157010500,Southeast Memphis,Withdrawn,7/31/14,6/25/19,6/25/19,58.1,Medically Underserved Area,105,CT,21.2,13.6,6.7,20.2,13.5,21.5,93951.0,137951.0,0.16,,2.8,1
Fulton County,Georgia,13121010508,Low Income - Southwest Atlanta,Designated,3/29/13,3/29/13,,56.9,MUP Low Income,105.08,CT,25.5,10.9,8.6,19.9,8.5,25.6,36412.0,43412.0,0.08,,0.5,1
Fulton County,Georgia,13121010601,Low Income - Southwest Atlanta,Designated,3/29/13,3/29/13,,56.9,MUP Low Income,106.01,CT,25.5,10.9,8.6,19.9,8.5,25.6,36412.0,43412.0,0.08,,0.5,1
Fulton County,Georgia,13121010603,Low Income - Southwest Atlanta,Designated,3/29/13,3/29/13,,56.9,MUP Low Income,106.03,CT,25.5,10.9,8.6,19.9,8.5,25.6,36412.0,43412.0,0.08,,0.5,1
Fulton County,Georgia,13121011201,Low Income - Southwest Atlanta,Designated,3/29/13,3/29/13,,56.9,MUP Low Income,112.01,CT,25.5,10.9,8.6,19.9,8.5,25.6,36412.0,43412.0,0.08,,0.5,1
Fulton County,Georgia,13121007400,Low Income - Southwest Atlanta,Designated,3/29/13,3/29/13,,56.9,MUP Low Income,74,CT,25.5,10.9,8.6,19.9,8.5,25.6,36412.0,43412.0,0.08,,0.5,1
Fulton County,Georgia,13121007603,Low Income - Southwest Atlanta,Designated,3/29/13,3/29/13,,56.9,MUP Low Income,76.03,CT,25.5,10.9,8.6,19.9,8.5,25.6,36412.0,43412.0,0.08,,0.5,1
Fulton County,Georgia,13121007604,Low Income - Southwest Atlanta,Designated,3/29/13,3/29/13,,56.9,MUP Low Income,76.04,CT,25.5,10.9,8.6,19.9,8.5,25.6,36412.0,43412.0,0.08,,0.5,1
Fulton County,Georgia,13121006500,Low Income - Southwest Atlanta,Designated,3/29/13,3/29/13,,56.9,MUP Low Income,65,CT,25.5,10.9,8.6,19.9,8.5,25.6,36412.0,43412.0,0.08,,0.5,1
Fulton County,Georgia,13121006601,Low Income - Southwest Atlanta,Designated,3/29/13,3/29/13,,56.9,MUP Low Income,66.01,CT,25.5,10.9,8.6,19.9,8.5,25.6,36412.0,43412.0,0.08,,0.5,1
Clayton County,Georgia,13063980000,Low Income - Southwest Atlanta,Designated,3/29/13,3/29/13,,56.9,MUP Low Income,9800,CT,25.5,10.9,8.6,19.9,8.5,25.6,36412.0,43412.0,0.08,,0.5,1
Fulton County,Georgia,13121012300,Low Income - Southwest Atlanta,Designated,3/29/13,3/29/13,,56.9,MUP Low Income,123,CT,25.5,10.9,8.6,19.9,8.5,25.6,36412.0,43412.0,0.08,,0.5,1
Fulton County,Georgia,13121980000,Low Income - Southwest Atlanta,Designated,3/29/13,3/29/13,,56.9,MUP Low Income,9800,CT,25.5,10.9,8.6,19.9,8.5,25.6,36412.0,43412.0,0.08,,0.5,1
Fulton County,Georgia,13121011303,Low Income - Southwest Atlanta,Designated,3/29/13,3/29/13,,56.9,MUP Low Income,113.03,CT,25.5,10.9,8.6,19.9,8.5,25.6,36412.0,43412.0,0.08,,0.5,1
Fulton County,Georgia,13121011305,Low Income - Southwest Atlanta,Designated,3/29/13,3/29/13,,56.9,MUP Low Income,113.05,CT,25.5,10.9,8.6,19.9,8.5,25.6,36412.0,43412.0,0.08,,0.5,1
Clarke County,Alabama,1025,Low Income - Clarke County,Designated,3/22/13,3/22/13,,57.3,MUP Low Income,Clarke,SCTY,29.2,7.8,15.2,17.8,6.6,26.0,5954.0,13154.0,0.27,,5.7,1
St. Mary's County,Maryland,24037876001,Medicaid Eligible - Lexington Park,Designated,3/14/13,3/14/13,,60.3,MUP Medicaid Eligible,8760.01,CT,21.4,13.6,6.6,20.2,7.2,26.0,1856.0,2256.0,0.09,,0.5,1
Morgan County,West Virginia,54065,Low Income - Morgan County,Designated,2/26/13,2/26/13,,60.7,MUP Low Income,Morgan,SCTY,15.8,17.4,17.2,14.4,9.3,24.8,3540.0,6740.0,0.24,,4.1,1
Montgomery County,Maryland,24031703221,Aspen Hill,Designated,2/20/13,2/20/13,,57.8,Medically Underserved Area,7032.21,CT,8.9,21.0,22.2,8.0,7.1,26.0,39020.0,58420.0,0.17,,2.8,1
Montgomery County,Maryland,24031703301,Aspen Hill,Designated,2/20/13,2/20/13,,57.8,Medically Underserved Area,7033.01,CT,8.9,21.0,22.2,8.0,7.1,26.0,39020.0,58420.0,0.17,,2.8,1
Montgomery County,Maryland,24031701303,Aspen Hill,Designated,2/20/13,2/20/13,,57.8,Medically Underserved Area,7013.03,CT,8.9,21.0,22.2,8.0,7.1,26.0,39020.0,58420.0,0.17,,2.8,1
Montgomery County,Maryland,24031703202,Aspen Hill,Designated,2/20/13,2/20/13,,57.8,Medically Underserved Area,7032.02,CT,8.9,21.0,22.2,8.0,7.1,26.0,39020.0,58420.0,0.17,,2.8,1
Montgomery County,Maryland,24031703213,Aspen Hill,Designated,2/20/13,2/20/13,,57.8,Medically Underserved Area,7032.13,CT,8.9,21.0,22.2,8.0,7.1,26.0,39020.0,58420.0,0.17,,2.8,1
Montgomery County,Maryland,24031703214,Aspen Hill,Designated,2/20/13,2/20/13,,57.8,Medically Underserved Area,7032.14,CT,8.9,21.0,22.2,8.0,7.1,26.0,39020.0,58420.0,0.17,,2.8,1
Montgomery County,Maryland,24031703216,Aspen Hill,Designated,2/20/13,2/20/13,,57.8,Medically Underserved Area,7032.16,CT,8.9,21.0,22.2,8.0,7.1,26.0,39020.0,58420.0,0.17,,2.8,1
Montgomery County,Maryland,24031703218,Aspen Hill,Designated,2/20/13,2/20/13,,57.8,Medically Underserved Area,7032.18,CT,8.9,21.0,22.2,8.0,7.1,26.0,39020.0,58420.0,0.17,,2.8,1
Montgomery County,Maryland,24031703219,Aspen Hill,Designated,2/20/13,2/20/13,,57.8,Medically Underserved Area,7032.19,CT,8.9,21.0,22.2,8.0,7.1,26.0,39020.0,58420.0,0.17,,2.8,1
Montgomery County,Maryland,24031703220,Aspen Hill,Designated,2/20/13,2/20/13,,57.8,Medically Underserved Area,7032.2,CT,8.9,21.0,22.2,8.0,7.1,26.0,39020.0,58420.0,0.17,,2.8,1
Montgomery County,Maryland,24031703215,Aspen Hill,Designated,2/20/13,2/20/13,,57.8,Medically Underserved Area,7032.15,CT,8.9,21.0,22.2,8.0,7.1,26.0,39020.0,58420.0,0.17,,2.8,1
Montgomery County,Maryland,24031703302,Aspen Hill,Designated,2/20/13,2/20/13,,57.8,Medically Underserved Area,7033.02,CT,8.9,21.0,22.2,8.0,7.1,26.0,39020.0,58420.0,0.17,,2.8,1
Montgomery County,Maryland,24031703201,Aspen Hill,Designated,2/20/13,2/20/13,,57.8,Medically Underserved Area,7032.01,CT,8.9,21.0,22.2,8.0,7.1,26.0,39020.0,58420.0,0.17,,2.8,1
Wichita County,Kansas,20203,Low Income - Wichita County,Designated,2/14/13,2/14/13,,61.9,MUP Low Income,Wichita,SCTY,10.5,20.0,17.7,14.4,5.2,26.0,530.0,730.0,0.14,,1.5,1
Campbell County,Kentucky,21037050500,Newport,Designated,2/14/13,2/14/13,,52.7,Medically Underserved Area,505,CT,33.5,5.6,10.4,19.6,7.2,26.0,6346.0,8346.0,0.12,,1.5,1
Campbell County,Kentucky,21037050600,Newport,Designated,2/14/13,2/14/13,,52.7,Medically Underserved Area,506,CT,33.5,5.6,10.4,19.6,7.2,26.0,6346.0,8346.0,0.12,,1.5,1
Campbell County,Kentucky,21037053200,Newport,Designated,2/14/13,2/14/13,,52.7,Medically Underserved Area,532,CT,33.5,5.6,10.4,19.6,7.2,26.0,6346.0,8346.0,0.12,,1.5,1
Campbell County,Kentucky,21037050100,Newport,Designated,2/14/13,2/14/13,,52.7,Medically Underserved Area,501,CT,33.5,5.6,10.4,19.6,7.2,26.0,6346.0,8346.0,0.12,,1.5,1
Dallas County,Alabama,1047,Low Income - Dallas County,Designated,1/15/13,1/15/13,,50.8,MUP Low Income,Dallas,SCTY,31.8,6.6,13.4,18.9,9.6,24.8,22307.0,24907.0,0.05,,0.5,1
Pike County,Alabama,1109,Low Income - Pike County,Designated,1/15/13,1/15/13,,60.7,MUP Low Income,Pike,SCTY,28.6,7.8,13.0,19.1,9.6,24.8,4358.0,15958.0,0.36,,9.0,1
Hodgeman County,Kansas,20083,Low Income - Hodgeman County,Designated,1/15/13,1/15/13,,61.8,MUP Low Income,Hodgeman,SCTY,8.0,21.9,19.4,11.1,0.0,26.0,450.0,650.0,0.15,,2.8,1
Cheyenne County,Kansas,20023,Low Income - Cheyenne County,Designated,1/11/13,1/11/13,,51.4,MUP Low Income,Cheyenne,SCTY,13.2,18.7,26.0,5.1,9.4,24.8,638.0,1038.0,0.19,,2.8,1
Chambers County,Alabama,1017954000,La Fayette Service Area,Designated,1/3/13,1/3/13,,58.1,Medically Underserved Area,9540,CT,19.7,14.9,17.1,14.4,7.5,26.0,6086.0,10086.0,0.2,,2.8,1
Chambers County,Alabama,1017953800,La Fayette Service Area,Designated,1/3/13,1/3/13,,58.1,Medically Underserved Area,9538,CT,19.7,14.9,17.1,14.4,7.5,26.0,6086.0,10086.0,0.2,,2.8,1
Chambers County,Alabama,1017954300,Low Income - Valley Service Area,Designated,1/3/13,1/3/13,,61.5,MUP Low Income,9543,CT,20.6,13.6,15.5,17.8,7.5,26.0,6039.0,11639.0,0.24,,4.1,1
Chambers County,Alabama,1017953900,Low Income - Valley Service Area,Designated,1/3/13,1/3/13,,61.5,MUP Low Income,9539,CT,20.6,13.6,15.5,17.8,7.5,26.0,6039.0,11639.0,0.24,,4.1,1
Chambers County,Alabama,1017954400,Low Income - Valley Service Area,Designated,1/3/13,1/3/13,,61.5,MUP Low Income,9544,CT,20.6,13.6,15.5,17.8,7.5,26.0,6039.0,11639.0,0.24,,4.1,1
Chambers County,Alabama,1017954200,Low Income - Valley Service Area,Designated,1/3/13,1/3/13,,61.5,MUP Low Income,9542,CT,20.6,13.6,15.5,17.8,7.5,26.0,6039.0,11639.0,0.24,,4.1,1
Chambers County,Alabama,1017954500,Low Income - Valley Service Area,Designated,1/3/13,1/3/13,,61.5,MUP Low Income,9545,CT,20.6,13.6,15.5,17.8,7.5,26.0,6039.0,11639.0,0.24,,4.1,1
Chambers County,Alabama,1017954600,Low Income - Valley Service Area,Designated,1/3/13,1/3/13,,61.5,MUP Low Income,9546,CT,20.6,13.6,15.5,17.8,7.5,26.0,6039.0,11639.0,0.24,,4.1,1
Chambers County,Alabama,1017954700,Low Income - Valley Service Area,Designated,1/3/13,1/3/13,,61.5,MUP Low Income,9547,CT,20.6,13.6,15.5,17.8,7.5,26.0,6039.0,11639.0,0.24,,4.1,1
Chilton County,Alabama,1021,Low Income - Chilton County,Designated,1/3/13,1/3/13,,57.5,MUP Low Income,Chilton,SCTY,18.4,14.9,13.1,18.9,11.6,23.2,14806.0,18006.0,0.09,,0.5,1
Barbour County,Alabama,1005,Low Income - Barbour County,Designated,1/2/13,1/2/13,,61.3,MUP Low Income,Barbour,SCTY,25.0,10.9,14.8,18.7,6.5,26.0,5541.0,12141.0,0.27,,5.7,1
Osborne County,Kansas,20141,Low Income - Osborne County,Designated,12/4/12,12/4/12,,51.7,MUP Low Income,Osborne,SCTY,15.5,17.4,24.0,7.0,11.1,23.2,892.0,1492.0,0.2,,4.1,1
Orange County,Indiana,18117,Low Income-Orange County,Designated,10/22/12,10/22/12,,59.8,MUP Low Income,Orange,SCTY,20.2,13.6,14.2,18.7,5.5,26.0,5817.0,8217.0,0.15,,1.5,1
Floyd County,Indiana,18043070500,Low Income-New Albany Service Area,Designated,10/22/12,10/22/12,,61.5,MUP Low Income,705,CT,18.3,14.9,12.8,19.1,4.6,26.0,10803.0,13803.0,0.11,,1.5,1
